home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Sheffield United,Brighton and Hove Albion,225321,82691,108416,109638,-1,-1,63426,47247,79934,226182,-1,195473,27436,167878,215059,111478,110735,83299,-1,39155,227127,243505,60307,-1,116216,115382,50175,win,2020/21
Wolverhampton Wanderers,Burnley,38533,94147,90585,107613,-1,-1,151589,448514,171317,200402,-1,73314,159533,200600,98747,17761,51927,68983,103914,172782,433154,40145,60551,-1,60689,81183,-1,lose,2020/21
Aston Villa,West Bromwich Albion,98980,169359,149484,199798,37339,-1,193488,110504,230046,88894,122806,178301,-1,-1,101982,176420,108053,59940,146426,232787,154043,171975,210407,101394,164011,-1,-1,draw,2020/21
Liverpool,Chelsea,116535,122798,169187,438277,116643,-1,206915,41733,61558,-1,-1,110979,118748,92217,228286,135363,41328,102380,-1,85955,116594,225796,172850,-1,184341,165153,124183,lose,2020/21
West Bromwich Albion,Everton,101982,176420,108053,216616,59940,-1,232787,154043,50229,210407,101394,164011,-1,-1,111234,198826,106611,194164,101188,121599,153133,120250,100649,-1,177815,212319,-1,lose,2020/21
Fulham,Tottenham Hotspur,84182,174874,169528,109646,159506,-1,166324,126187,153366,151086,-1,219352,195480,-1,37915,87835,115556,55605,173904,85971,132015,108823,36903,231372,78830,-1,-1,lose,2020/21
Sheffield United,Southampton,225321,199598,82691,109638,-1,-1,63426,47247,153723,79934,226182,195473,27436,-1,40383,158534,171771,40146,93100,101178,91047,240143,157882,-1,84939,203389,-1,lose,2020/21
Crystal Palace,Manchester United,40836,74230,55037,55494,19419,-1,60252,66975,232413,50472,-1,54861,80146,-1,172649,214590,106760,197365,95658,141746,176297,101582,220688,62398,40720,-1,-1,draw,2020/21
Burnley,Arsenal,98747,17761,51927,68983,103914,-1,172782,433154,60586,60551,-1,60689,81183,-1,80201,192895,101184,92371,41270,84450,167199,47431,223340,184029,54694,-1,-1,draw,2020/21
Burnley,Leicester City,98747,17761,51927,68983,103914,-1,172782,433154,40145,60551,-1,60689,81183,-1,17745,155569,203341,218031,-1,166989,86881,166477,111931,197469,101668,173515,-1,draw,2020/21
Manchester City,Manchester United,121160,97299,121145,171314,206325,-1,59859,61366,103025,103955,220566,205651,-1,-1,172649,214590,106760,184667,95658,141746,176297,200617,195851,101582,148225,-1,-1,lose,2020/21
Liverpool,Fulham,116535,122798,197464,219937,215136,-1,175592,41733,15157,-1,-1,118748,194634,68312,84182,174874,167074,109646,159506,96994,153366,151086,219352,-1,166324,195480,-1,lose,2020/21
West Bromwich Albion,Newcastle United,101982,176420,108053,216616,59940,-1,232787,154043,50229,210407,101394,164011,-1,-1,67089,106618,111773,58845,101148,50232,200089,83314,153127,-1,180974,90105,-1,draw,2020/21
Brighton and Hove Albion,Leicester City,215059,78916,198869,111478,83299,-1,116216,60307,243016,227127,-1,115382,39155,-1,17745,444463,218031,155569,-1,166477,421796,203341,111931,166989,101668,173515,-1,lose,2020/21
Aston Villa,Wolverhampton Wanderers,98980,169359,149484,199798,37339,-1,122806,230046,122775,-1,-1,178301,110504,148508,38533,107613,151589,94147,-1,171317,19624,200402,114128,-1,247632,159533,73314,draw,2020/21
Sheffield United,Aston Villa,225321,199598,7645,109638,-1,-1,82691,63426,47247,153723,79934,195473,27436,-1,98980,169359,149484,199798,37339,122806,232653,184704,-1,-1,178301,110504,193488,win,2020/21
West Ham United,Leeds United,37096,55459,164555,60232,219924,-1,109322,172841,204480,217593,215439,57531,-1,-1,437495,55914,149915,87873,66588,219961,155405,72222,165808,173821,106617,-1,-1,win,2020/21
Tottenham Hotspur,Crystal Palace,37915,199249,87835,173904,55605,-1,85971,132015,36903,95715,157668,78830,-1,-1,40836,74230,55037,55494,19419,232413,60252,66975,173954,-1,54861,80146,-1,win,2020/21
Chelsea,Everton,228286,41328,103192,135363,-1,-1,225796,85955,91651,82263,-1,165153,219847,209046,111234,198826,194164,106611,-1,153133,119765,101188,120250,-1,177815,212319,55422,win,2020/21
Manchester City,Southampton,121160,206325,58621,171314,146941,-1,61366,59859,27789,-1,-1,209244,165809,103025,58376,450527,40146,171771,93100,91047,88900,101178,431131,-1,200439,83283,-1,win,2020/21
Leeds United,Chelsea,437495,66588,222694,149915,105377,-1,219961,155405,87873,173821,221399,106617,-1,-1,228286,172850,41328,102380,135363,176413,124183,116594,85955,184341,219847,-1,-1,draw,2020/21
Crystal Palace,West Bromwich Albion,40836,74230,55037,55494,19419,-1,232413,80146,66975,173954,-1,82403,54861,-1,101982,176420,108053,216616,59940,232787,154043,50229,210407,101394,164011,-1,-1,win,2020/21
Newcastle United,Aston Villa,67089,106618,111773,58845,101148,-1,50232,200089,153127,-1,-1,180974,90105,104547,98980,169359,149484,199798,37339,122806,230046,232653,-1,-1,178301,110504,148508,draw,2020/21
Arsenal,Tottenham Hotspur,80201,192895,226597,58822,41270,-1,84450,167199,209289,184029,223340,59966,-1,-1,37915,199249,87835,173904,55605,85971,132015,95715,36903,231372,78830,-1,-1,win,2020/21
Leicester City,Sheffield United,17745,218031,37642,444463,-1,-1,166989,166477,203341,111931,-1,101668,173515,168580,225321,199598,40386,109638,-1,82691,63426,47247,153723,79934,18867,197937,-1,win,2020/21
Southampton,Brighton and Hove Albion,40383,158534,171771,40146,93100,-1,101178,91047,240143,157882,-1,200439,203389,-1,215059,78916,198869,111478,83299,60307,116216,227127,39155,-1,115382,50175,-1,lose,2020/21
Fulham,Manchester City,84182,174874,167074,109646,159506,-1,153366,151086,203325,-1,-1,166324,126187,219352,121160,171314,97299,146941,-1,121145,220566,165809,102826,-1,205651,37572,224444,lose,2020/21
Everton,Burnley,111234,198826,106611,194164,101188,-1,153133,119765,120250,173807,-1,177815,212319,-1,98747,51927,68983,17761,39487,172782,433154,60586,60551,-1,60689,81183,-1,lose,2020/21
Manchester United,West Ham United,172649,214590,106760,184667,95658,-1,141746,176297,200617,195851,101582,220688,-1,-1,37096,55459,60232,219924,-1,18073,204480,164555,222018,215439,57531,178186,-1,win,2020/21
Wolverhampton Wanderers,Liverpool,38533,94147,90585,107613,-1,-1,171317,19624,200402,114128,-1,247632,159533,73314,116535,169187,122798,197464,438277,41733,61558,116643,-1,-1,194634,110979,118748,lose,2020/21
Fulham,Leeds United,84182,174874,169528,109646,159506,-1,166324,153366,151086,219352,203325,195480,-1,-1,437495,66588,222694,149915,105377,219961,155405,87873,173821,221399,106617,-1,-1,lose,2020/21
Everton,Southampton,111234,198826,106611,194164,101188,-1,55422,120250,119765,121599,-1,177815,212319,-1,40383,450527,40146,171771,93100,101178,91047,83283,431131,-1,200439,84939,-1,win,2020/21
Manchester City,Wolverhampton Wanderers,121160,121145,171314,58621,146941,-1,61366,220566,165809,-1,-1,103955,103025,205651,38533,107613,151589,94147,-1,19624,441271,114128,171317,-1,247632,159533,200402,win,2020/21
Leicester City,Crystal Palace,17745,218031,37642,444463,-1,-1,166989,166477,203341,244619,-1,101668,172780,173515,40836,74230,19188,55037,55494,232413,66975,173954,-1,-1,54861,80146,82403,win,2020/21
Chelsea,Fulham,228286,103192,51090,135363,-1,-1,124183,172850,243568,225796,184341,165153,219847,-1,84182,174874,169528,109646,159506,166324,96994,151086,219352,203325,195480,-1,-1,win,2020/21
Brighton and Hove Albion,Leeds United,215059,83299,110735,198869,-1,-1,78916,227127,111478,60307,-1,116216,115382,50175,437495,66588,222694,149915,105377,72222,221399,173821,193645,87873,106617,-1,-1,win,2020/21
Southampton,Leicester City,58376,158534,93100,171771,88900,-1,101178,91047,203389,157882,-1,200439,83283,-1,17745,218031,37642,444463,-1,166989,166477,203341,244619,-1,101668,172780,173515,draw,2020/21
Newcastle United,Arsenal,67089,57145,114243,106618,56983,58845,179018,50232,180135,-1,-1,75115,170137,-1,131897,41270,226597,84450,98745,153256,184029,444145,182539,47431,54694,-1,-1,lose,2020/21
Crystal Palace,Manchester City,40836,55037,244723,55494,19188,-1,232413,66975,173954,-1,-1,54861,60252,82403,121160,146941,126184,121145,102826,103955,220566,224444,27789,-1,205651,37572,-1,lose,2020/21
Liverpool,Southampton,116535,219937,169187,197464,122798,-1,41733,61558,116643,-1,-1,194634,110979,118748,40383,158534,93100,171771,88900,101178,91047,83283,20467,-1,200439,203389,-1,win,2020/21
Wolverhampton Wanderers,Brighton and Hove Albion,38533,214048,448514,441271,94147,-1,171317,222531,437858,19624,200600,449988,-1,-1,215059,83299,110735,198869,78916,60307,116216,227127,165210,-1,115382,50175,-1,win,2020/21
Manchester United,Leicester City,51940,152590,197365,232937,180804,-1,180184,62398,449434,43670,493250,220688,-1,-1,17745,218031,166477,444463,244619,166989,51938,168580,203341,-1,101668,173515,-1,lose,2020/21
Fulham,Burnley,84182,169528,109646,174874,167074,-1,166324,96994,151086,219352,203325,128389,-1,-1,98747,17761,51927,68983,103914,172782,433154,40145,60551,-1,60689,81183,-1,lose,2020/21
Manchester City,West Ham United,121160,206325,58621,171314,97299,-1,61366,59859,27789,-1,-1,224444,103025,37572,32259,55459,60232,219924,-1,215439,164555,204480,222018,-1,57531,217593,109322,win,2020/21
Southampton,Fulham,58376,158534,93100,88900,450527,-1,101178,91047,83283,157882,-1,200439,84939,-1,84182,174874,167074,109646,-1,96994,153366,244858,159506,-1,166324,168765,203325,win,2020/21
Manchester United,Liverpool,172649,106760,214590,184667,197365,-1,195851,74208,141746,101582,176297,40720,-1,-1,116535,219937,169187,197464,122798,41733,61558,116643,-1,-1,118748,92217,194634,lose,2020/21
West Bromwich Albion,Brighton and Hove Albion,101982,176420,108053,216616,59940,-1,232787,154043,50229,210407,101394,164011,-1,-1,215059,78916,198869,111478,83299,60307,243016,116216,227127,233425,115382,-1,-1,win,2020/21
Aston Villa,Everton,98980,149484,199796,199798,169359,-1,193488,110504,230046,88894,122806,221239,-1,-1,111234,198826,106611,194164,101188,121599,59949,119765,55422,-1,177815,212319,-1,draw,2020/21
Southampton,Crystal Palace,40383,158534,93100,171771,88900,-1,101178,91047,83283,157882,-1,200439,84939,-1,40836,55037,244723,55494,19188,232413,66975,173954,-1,-1,54861,80146,82403,win,2020/21
Arsenal,West Bromwich Albion,80201,156074,226597,223340,101184,-1,153256,47431,209289,182539,195735,444145,-1,-1,101982,176420,108053,59940,146426,171975,50229,210407,101394,-1,232787,164011,-1,win,2020/21
Aston Villa,Manchester United,98980,149484,199796,199798,169359,-1,193488,110504,230046,88894,122806,178301,-1,-1,172649,214590,106760,184667,95658,101582,74208,195851,220688,141746,176297,-1,-1,lose,2020/21
Chelsea,Arsenal,109745,41328,103192,51090,-1,-1,85955,243568,225796,172850,-1,184341,176413,219847,80201,156074,226597,92371,-1,167199,223340,192895,153256,-1,184029,54694,209289,lose,2020/21
Burnley,Leeds United,220037,17761,51927,68983,103914,-1,172782,433154,40145,60551,-1,60689,81183,-1,437495,66588,222694,149915,-1,72222,105377,155405,87873,-1,106617,219961,221399,lose,2020/21
Newcastle United,Manchester City,67089,114243,56983,57145,111773,106618,179018,50232,200089,-1,-1,180974,170137,-1,17601,126184,121145,58621,432656,59859,220566,165809,-1,-1,103955,205651,224444,lose,2020/21
West Bromwich Albion,Liverpool,101982,176420,108053,59940,146426,-1,179830,232787,50229,101394,-1,49440,210407,-1,116535,219937,169187,197464,122798,206915,116643,61558,-1,-1,110979,118748,92217,lose,2020/21
Aston Villa,Crystal Palace,98980,149484,199796,169359,123354,-1,193488,110504,230046,122806,114283,178301,-1,-1,40836,74230,19188,55037,55494,232413,66975,86417,50471,-1,82403,54861,-1,win,2020/21
Leicester City,Manchester United,17745,444463,166477,37642,220627,-1,172780,201666,166989,51938,203341,101668,-1,-1,51940,95658,106760,197365,184667,141746,176297,200617,195851,101582,148225,-1,-1,draw,2020/21
Liverpool,West Bromwich Albion,116535,60914,122798,169187,116643,-1,206915,56979,41733,-1,-1,110979,118748,92217,101982,176420,42427,216616,146426,50229,179830,232787,171975,61600,180294,-1,-1,draw,2020/21
Everton,Arsenal,111234,198826,194164,164511,106611,-1,212319,173807,55422,121599,153133,177815,-1,-1,80201,192895,156074,41270,-1,223340,153256,182539,154043,-1,205533,195735,47431,win,2020/21
Newcastle United,Fulham,59735,106618,57145,58845,151119,-1,56983,179018,50232,180135,-1,75115,180974,-1,84182,109646,174874,159506,-1,96994,203325,169528,151086,-1,128389,76357,219352,draw,2020/21
Crystal Palace,Liverpool,40836,74230,55037,57328,19419,-1,232413,66975,86417,50471,-1,82403,80146,-1,116535,60914,122798,169187,116643,56979,175592,41733,-1,-1,92217,110979,157882,lose,2020/21
Tottenham Hotspur,Leicester City,37915,199249,80226,93264,55605,-1,85971,132015,45268,200826,231372,78830,-1,-1,17745,444463,166477,37642,220627,172780,201666,166989,51938,203341,101668,-1,-1,lose,2020/21
Brighton and Hove Albion,Sheffield United,215059,83299,110735,198869,-1,-1,109345,39155,111478,227127,-1,116216,115382,233425,225321,82691,63426,40386,108416,153723,199598,47247,-1,-1,195473,27436,-1,draw,2020/21
Chelsea,West Ham United,228286,172850,41328,103192,51090,-1,116594,184341,85955,-1,-1,165153,176413,173879,37096,55459,40669,166640,164555,178186,204480,18073,217593,215439,103123,-1,-1,win,2020/21
West Bromwich Albion,Aston Villa,101982,176420,42427,216616,146426,-1,50229,179830,232787,49944,61600,180294,-1,-1,98980,149484,199796,169359,123354,193488,110504,230046,122806,114283,178301,-1,-1,lose,2020/21
Burnley,Wolverhampton Wanderers,98747,17761,51927,68983,103914,-1,433154,172782,90517,60551,-1,60689,44699,-1,38533,94147,214048,107613,-1,19624,448514,200402,171317,-1,247632,200600,250604,win,2020/21
Fulham,Southampton,84182,109646,174874,159506,-1,-1,203325,153366,126187,169528,96994,166324,219352,-1,58376,158534,88900,171771,40146,101178,91047,20467,240143,-1,200439,20452,-1,draw,2020/21
Leicester City,Everton,17745,220627,203341,444463,37402,-1,172780,201666,166989,86881,228798,101668,-1,-1,111782,198826,194164,164511,106611,55422,121599,119765,-1,-1,177815,212319,153133,lose,2020/21
Leeds United,Newcastle United,437495,55914,105377,87873,66588,-1,219961,155405,80954,72222,221399,106617,-1,-1,59735,114243,57145,194799,58845,180135,90105,153127,83314,-1,75115,180974,-1,win,2020/21
Arsenal,Southampton,80201,192895,156074,226597,-1,-1,223340,153256,182539,154043,-1,54694,195735,205533,58376,158534,171771,40146,93100,20467,78056,101178,91047,-1,200439,84939,-1,draw,2020/21
Sheffield United,Manchester United,225321,82691,63426,40386,108416,83427,207189,199598,47247,-1,-1,197937,27436,-1,172649,152590,95658,214590,184667,176297,74208,141746,220688,62398,148225,-1,-1,lose,2020/21
Southampton,Manchester City,58376,158534,171771,40146,93100,-1,431131,78056,20467,101178,-1,200439,84939,-1,121160,121145,171314,97299,58621,59859,220566,61366,103955,165809,224444,-1,-1,lose,2020/21
Aston Villa,Burnley,98980,169359,149484,123354,37339,-1,184704,122806,114283,193488,110504,178301,-1,-1,98747,17761,51927,68983,103914,433154,172782,90517,60551,-1,60689,44683,-1,draw,2020/21
West Ham United,Brighton and Hove Albion,37096,55459,40669,166640,-1,-1,215439,164555,204480,222018,-1,178186,18073,103123,215059,83299,110735,78916,-1,39155,198869,109345,227127,-1,116216,115382,50175,draw,2020/21
Leeds United,Burnley,437495,66588,155405,222694,-1,-1,72222,105377,80954,87873,-1,106617,219961,221399,98747,17761,51927,68983,103914,172782,60551,39487,217401,-1,60689,44699,-1,win,2020/21
Sheffield United,Everton,225321,40386,108416,83427,-1,-1,63426,199598,82691,167878,-1,195473,197937,27436,111234,198826,194164,164511,106611,173807,55422,121599,232826,153133,177815,-1,-1,lose,2020/21
Manchester City,Newcastle United,121160,171314,97299,126184,-1,-1,220566,59859,61366,121145,-1,103955,165809,224444,59735,56983,57145,58845,119471,179018,114243,153127,223175,-1,180974,-1,-1,win,2020/21
Crystal Palace,Leicester City,40836,55037,244723,57328,49413,-1,60252,66975,86417,173954,-1,82403,54861,-1,17745,220627,37642,244619,155569,201666,168580,106837,86881,197469,173515,-1,-1,draw,2020/21
Arsenal,Chelsea,80201,92371,98745,192895,156074,-1,223340,444145,153256,84450,209289,59966,-1,-1,228286,51090,225796,103192,172850,91651,184341,116594,-1,-1,165153,176413,173879,win,2020/21
Wolverhampton Wanderers,Tottenham Hotspur,38533,200402,94147,111291,107613,-1,247632,200600,159533,19624,171317,449988,-1,-1,37915,93264,173904,115556,-1,132015,199249,87835,157668,-1,78830,85971,231372,draw,2020/21
Manchester United,Wolverhampton Wanderers,51940,214590,95658,152590,197365,-1,176297,74208,141746,220688,62398,40720,-1,-1,38533,94147,214048,107613,-1,19624,171317,441271,448514,-1,247632,159533,437858,win,2020/21
Chelsea,Aston Villa,228286,172850,41328,102380,135363,-1,116594,184341,85955,-1,-1,176413,209046,44346,98980,199798,199796,169359,123354,193488,110504,230046,122806,114283,178301,-1,-1,draw,2020/21
West Bromwich Albion,Leeds United,101982,176420,216616,146426,38716,-1,50229,179830,232787,171975,61600,180294,-1,-1,437495,105377,222694,66588,87873,219961,155405,80954,72222,221399,106617,-1,-1,lose,2020/21
West Ham United,Crystal Palace,37096,55459,164555,40669,219924,-1,178186,204480,172841,217593,215439,103123,-1,-1,40836,74230,19188,55037,55494,232413,60252,66975,50471,-1,82403,54861,-1,draw,2020/21
Liverpool,Tottenham Hotspur,116535,219937,122798,169187,116643,-1,206915,56979,41733,-1,-1,110979,118748,92217,37915,115556,93264,55605,80226,132015,200826,194252,45268,-1,78830,85971,-1,win,2020/21
Fulham,Brighton and Hove Albion,84182,109646,174874,159506,-1,-1,203325,153366,169528,96994,-1,166324,126187,219352,215059,83299,110735,198869,-1,227127,232792,109345,235382,-1,116216,50175,39155,draw,2020/21
Southampton,West Ham United,58376,158534,88900,171771,40146,-1,431131,78056,20467,101178,-1,200439,84939,-1,37096,55459,40669,60232,81012,204480,217593,215439,56377,86934,103123,-1,-1,draw,2020/21
Brighton and Hove Albion,Arsenal,215059,83299,110735,78916,-1,-1,66242,227127,209362,111478,60307,243016,165210,-1,80201,92371,98745,192895,156074,223340,444145,153256,84450,209289,54694,-1,-1,lose,2020/21
Burnley,Sheffield United,98747,17761,51927,68983,103914,-1,172782,90517,60551,39487,-1,60689,44699,-1,225321,40386,108416,83427,-1,63426,199598,82691,167878,-1,195473,178304,27436,win,2020/21
Newcastle United,Liverpool,59735,56983,57145,58845,119471,151119,180974,114243,153127,223175,-1,75115,-1,-1,116535,197464,122798,169187,116643,206915,56979,15157,-1,-1,110979,118748,92217,draw,2020/21
Crystal Palace,Sheffield United,40836,55037,244723,55494,49413,-1,60252,66975,86417,50471,-1,82403,54861,-1,225321,108416,199598,63426,-1,47247,40386,79934,226182,167878,178304,27436,-1,win,2020/21
